Route,Route Name,Service Type,Operator,Contract ID,Contract Region,Directions,Variant Count,Minimum Distance (km),Maximum Distance (km),Average Distance (km),Data Generated Date,Source URL
783,Penrith to Werrington via Jordan Springs,Regular,Busways R1,GSBC001,GSBC Contract 1,Inbound; Outbound,9,8.64,17.96,15.47,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
784,Penrith to Cranebrook Loop,Regular,Busways R1,GSBC001,GSBC Contract 1,Inbound,8,10.83,21.11,17.06,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
785,Penrith to Werrington via Cambridge Park,Regular,Busways R1,GSBC001,GSBC Contract 1,Inbound,11,9.15,20.59,16.82,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
786,Penrith to Penrith via North Penrith & Cranebrook,Regular,Busways R1,GSBC001,GSBC Contract 1,Inbound,13,13.52,28.41,22.57,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
789,Luddenham to Penrith,Regular,Busways R1,GSBC001,GSBC Contract 1,Inbound; Outbound,5,18.08,20.58,19.02,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
790,WSA Aerotropolis - Penrith Interchange,Regular,Busways R1,GSBC001,GSBC Contract 1,Inbound; Outbound,2,24.29,24.96,24.62,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
791,Penrith to Penrith via South Penrith,Regular,Busways R1,GSBC001,GSBC Contract 1,Inbound,12,8.54,16.42,14.48,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
793,Penrith to Penrith via Jamisontown,Regular,Busways R1,GSBC001,GSBC Contract 1,Inbound,3,11.31,11.31,11.31,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
794,Penrith to Glenmore Park via Darug St,Regular,Busways R1,GSBC001,GSBC Contract 1,Inbound; Outbound,4,14.21,15.3,14.76,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
795,Warragamba to Penrith,Regular,Busways R1,GSBC001,GSBC Contract 1,Inbound,16,11.3,42.74,29.46,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
797,Penrith to Glenmore Park Loop,Regular,Busways R1,GSBC001,GSBC Contract 1,Inbound,12,14.46,22.83,20.13,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
799,Penrith to Blue Hills via Glenmore Park,Regular,Busways R1,GSBC001,GSBC Contract 1,Inbound; Outbound,11,9.09,13.6,12.27,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
800,Blacktown to Fairfield via Pemulwuy,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,7,7,24.43,16.37,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
801,Badgerys Creek to Liverpool,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,6,23.54,40.43,32.52,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
802,Liverpool to Parramatta via Guildford West,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,27,5.81,34.19,18.41,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
803,Liverpool to Miller (Loop Service),Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Loop,2,8.89,15.01,11.95,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
804,Liverpool to Parramatta via Fairfield West,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,22,9.54,38.62,25.12,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
805,Liverpool to Cabramatta via Bonnyrigg,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,14,8.44,24.14,15.08,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
806,Liverpool to Parramatta via Abbotsbury,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,15,7.86,36.4,17.67,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
807,Cecil Hills to Cabramatta via Bonnyrigg,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,9,1.87,17.55,14.57,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
808,Liverpool to Fairfield via Abbotsbury,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,12,8.43,28.44,20.59,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
809,Pemulwuy to Merrylands via South Wentworthville,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,5,12.28,13.41,12.88,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
810,Merrylands to Parramatta via Pemulwuy,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,13,7.2,22.7,15.04,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
811,Pemulwuy to Parramatta via Beresford Rd,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,4,8.08,11.49,9.07,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
812,Blacktown to Fairfield via Prospect Hwy,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,4,5.35,20.1,14.33,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
813,Bonnyrigg & Western Sydney Parklands to Fairfield,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,9,10.96,39.33,22.03,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
814,Fairfield to Smithfield and Wetherill Park Industr,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Loop,3,5.07,22.05,12.73,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
815,Cabramatta to Mount Pritchard (Loop Service),Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Loop,4,4.48,10.39,7.61,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
816,Cabramatta to Greenfield Park (Loop Service),Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Loop,10,7.33,23.94,15.56,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
817,Cabramatta to Fairfield via Edensor Park,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,10,7.92,24.42,17.44,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
818,Westmead Hospitals to Merrylands,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,3,6.24,11.25,9.57,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
819,Liverpool to Prairiewood via Orange Grove Rd (Loop,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Loop,5,5.65,22.79,11.42,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
820,Guildford to Merrylands via Woodpark,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,8,4.13,10.5,8.43,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
821,Smithfield Industrial Are or Woodpark to Fairfield,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,8,2.29,9.68,4.33,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
822,Merrylands to Guildford (Loop Service),Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Loop,1,11.42,11.42,11.42,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
823,Liverpool to Warwick Farm (Loop Service),Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Loop,6,3.78,7.67,5.84,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
824,Westmead Hospitals to Parramatta via Sth Wentworth,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,4,5.3,9.64,7.46,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
825,Liverpool to Western Sydney Airport,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,2,27.97,28.31,28.14,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
827,Carnes Hill to Liverpool,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,7,13.94,17.56,15.84,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
835,St Marys to Prairewood,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,8,26.09,37.62,30.49,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
840,Campbelltown Hospital to Leppington via Oran Park,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,2,29.8,29.92,29.86,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
841,Leppington to Narellan via Gregory Hills,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,11,17.26,23.27,20.59,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
845,Campbelltown to Western Sydney Airport,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,2,33.18,34.1,33.64,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
849,Macarthur Heights to Macarthur (loop service),Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound,1,8.12,8.12,8.12,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
850,Minto to Narellan Town Centre,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,16,17.43,33.51,27.21,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
851,Liverpool to Carnes Hill Marketplace via Cowpastur,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,13,9.98,18.27,15.02,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
852,Liverpool to Carnes Hill Marketplace via Greenway,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,14,14.27,40.33,18.67,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
853,Liverpool to Carnes Hill via Hoxton Park Rd,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,20,8.53,22.08,12.88,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
854,Liverpool to Carnes Hill via Greenway Dr and Hoxto,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,18,9.36,17.16,12.4,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
855,Liverpool to Rutleigh Park via Austral and Lepping,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,20,2.51,39.08,26.14,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
856,Liverpool to Bringelly,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,16,4.23,34.7,26.73,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
857,Liverpool to Narellan,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,28,9,50.47,21.81,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
859,Edmondson Park Station to Carnes Hill,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,5,5.07,9.73,8.38,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
860,Liverpool to Western Sydney Airport,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,2,31.01,31.48,31.25,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
861,Carnes Hill to Denham Court via Austral,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,6,20.77,22,21.01,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
864,Glenfield to Carnes Hill via Horningsea Park,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,2,11.34,11.42,11.38,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
865,Liverpool to Casula Mall via Lurnea Shops,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,11,5.85,9.83,8.35,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
866,Liverpool to Casula,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,11,4.93,11.25,8.54,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
867,Glenfield to Prestons,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,3,9.47,14.28,11.08,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
868,Ingleburn to Edmondson Park Station,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,5,8.29,12.51,10.38,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
869,Liverpool to Ingleburn via Prestons and Edmondson,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,17,3.21,23.74,14.8,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
870,Liverpool to Campbelltown via Glenfield,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,31,10.44,38.72,28.51,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
871,Liverpool to Campbelltown,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,8,5.93,35.87,20.26,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
872,Liverpool to Campbelltown via Macquarie Fields,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,14,10.27,40.69,27.93,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
873,Ingleburn to Minto,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,9,4.2,12.48,9.1,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
874,Minto to Raby (Loop Service),Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound,9,7.27,15.67,11.99,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
875,Minto to St Andrews (Loop Service),Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound,10,7.97,16.67,11.59,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
876,Macquarie Fields Station to Eucalyptus Dr (Loops S,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound,7,6.26,14.07,8.76,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
877,Campbelltown to Kearns via Eagle Vale and Eschol P,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound,2,18.5,24.11,21.3,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
878,Campbelltown to Kearns via Eschol Park,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound,4,10.94,24.96,20.19,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
879,Campelltown to Leumeah Station via Blair Athol,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,4,8.92,11.29,10.14,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
880,Campbelltown to Minto via Eagle Vale and Kearns,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,20,7.62,23.83,16.91,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
881,Campbelltown to Leumeah North (Loop Service),Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound,5,7.93,18.22,11.5,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
882,Campbelltown to Leumeah South (Loop Service),Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound,7,5.55,8.81,7.04,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
883,Campbelltown to Ruse (Loop Service),Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound,12,7.62,16.83,11.59,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
883K,Campbelltown to Kentlyn via Ruse,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,14,6.3,16.14,11.79,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
884,Campbelltown to Airds (Loop Service),Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound,6,8.79,17.74,12.22,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
884W,Campbelltown to Wedderburn via Airds,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,6,15.7,24.14,18.81,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
885,Campbelltown to Bradbury St and Helens Park North,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound,7,8.29,13.92,11.77,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
