Route,Route Name,Service Type,Operator,Contract ID,Contract Region,Directions,Variant Count,Minimum Distance (km),Maximum Distance (km),Average Distance (km),Data Generated Date,Source URL
988,Caringbah to Cronulla via Burraneer,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,7,4.72,13.6,8.63,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
989,Bundeena to Maianbar (Loop Service),Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound,12,10.1,43.62,21.91,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
991,Sutherland to Heathcote,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,14,5.06,22.79,13.89,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
992,Engadine to Kingswood Rd (Loop Service),Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound,6,9.32,12.07,10.54,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
993,Miranda to Woronora Heights (Loop Service),Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound,20,7.53,40.71,17.69,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
996,Engadine to Heathcote East (Loop Service),Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound,5,4.62,9.26,6.97,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
B1,B-Line Mona Vale to City Wynyard,Limited Stops,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,2,27.12,27.61,27.37,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
BN1,Mona Vale - QVB (All Night Service),Limited Stops,KD Northern Beaches,GSBC008,GSBC Contract 8,Inbound; Outbound,2,27.63,28.71,28.17,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
M90,Burwood to Liverpool,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,21,4.51,29.53,20.92,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
N10,City Town Hall to Sutherland (Night Service),Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,3,14.81,36.2,29.02,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
N11,City Town Hall to Cronulla (Night Service),Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,2,32.12,32.89,32.51,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
N20,Riverwood to City Town Hall via SYD Airport (Night,Regular,U-Go Mobility,GSBC010,GSBC Contract 10,Inbound; Outbound,2,27.04,27.76,27.4,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
N30,Macarthur to City Town Hall (Night Service),Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,3,31.16,61.18,51.1,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
N31,Leppington to Liverpool,Regular,CDC NSW R4,GSBC004,GSBC Contract 4,Inbound; Outbound,2,18.19,18.25,18.22,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
N40,East Hills to City Town Hall (Night Service),Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,3,18.73,33.68,28.66,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
N50,Liverpool to City Town Hall via Strathfield,Regular,CDC NSW R4,GSBC004,GSBC Contract 4,Inbound; Outbound,3,14.37,40.5,31.7,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
N60,Fairfield to City Town Hall via Strathfield,Regular,CDC NSW R4,GSBC004,GSBC Contract 4,Inbound; Outbound,2,36.77,37.44,37.1,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
N61,Carlingford to City Town Hall via Strathfield,Regular,CDC NSW R4,GSBC004,GSBC Contract 4,Inbound; Outbound,2,32.67,33.32,32.99,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
N70,Penrith to City Town Hall via Parramatta,Regular,CDC NSW R4,GSBC004,GSBC Contract 4,Inbound; Outbound,2,66.66,67.17,66.91,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
N71,Richmond to City Town Hall via Parramatta,Regular,CDC NSW R4,GSBC004,GSBC Contract 4,Inbound; Outbound,2,71.99,72.67,72.33,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
N80,Hornsby to Town Hall via Strathfield,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,2,39.02,40.14,39.58,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
N81,Parramatta to Town Hall via Olympic Park,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,2,36.02,36.29,36.16,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
N90,Hornsby to Town Hall via Chatswood,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,2,24.95,25.26,25.11,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
N91,Macquarie Centre to Town Hall via Chatswood,Regular,Busways North West,GSBC007,GSBC Contract 7,Inbound; Outbound,2,18.48,18.77,18.63,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
N92,Tallawong to City Town Hall via Macquarie Park,Regular,CDC NSW R4,GSBC004,GSBC Contract 4,Inbound; Outbound,2,50.34,50.58,50.46,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
S1,Cabramatta to Lansvale (Loop Service),Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound,7,5.88,16.04,10.64,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
S2,Sefton to Granville,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,3,6.61,10.21,8.36,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
S3,Chrisholm Road to Auburn,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,2,2.49,2.52,2.51,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
S4,Chester Hill to Fairfield via Villawood & Carramar,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,5,3.96,12.37,7.6,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
S7,Parklea Gdn Village & Blacktown Shopper Hopper,Regular,Busways R1,GSBC001,GSBC Contract 1,Inbound; Outbound,2,6.97,7.08,7.03,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
S10,Miller Shops to Heckenberg,Regular,Transit Systems NSW,GSBC003,GSBC Contract 3,Inbound; Outbound,2,4.17,4.18,4.18,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
S11,St Marys to St Clair Shopping Village Loop,Regular,Busways R1,GSBC001,GSBC Contract 1,Inbound,3,8.09,17.37,11.58,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
S13,Penrith Shopper Hopper,Regular,Busways R1,GSBC001,GSBC Contract 1,Inbound,1,5.54,5.54,5.54,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
S17,Camden to Narellan via Spring Farm,Regular,Transit Systems NSW SW,GSBC002,GSBC Contract 2,Inbound; Outbound,7,8.59,12.31,9.67,2026-08-28,https://opendata.transport.nsw.gov.au/data/dataset/5cc1f27a-984e-4d17-a158-c0a91fe5af5f/resource/be8727ce-4127-475e-9d27-b98fe7ddf5fc/download/bus_routes.csv
